date,Union,FDP,GRUENE,LINKE,SPD,PIRATEN,AfD,firm,date_from,sample_size
2021-01-04,36,7.5,18,7.5,15,NA,11,INSA/YouGov,2021-01-01,2072
2021-01-04,37,6,18,8,16,NA,9,GMS,2020-12-29,1004
2021-01-05,36,6,18,9,15,NA,10,YouGov,2020-12-30,1588
2021-01-06,35,7,21,7,14,NA,10,Infratest dimap,2021-01-04,1502
2021-01-08,36,7,20,8,14,NA,8,Forsa,2021-01-04,2503
2021-01-11,36,7.5,18,8,15,NA,10,INSA/YouGov,2021-01-08,2042
2021-01-13,36,7,18,8,15,NA,10,Kantar,2021-01-05,2398
2021-01-14,37,5,20,8,15,NA,10,FG Wahlen,2021-01-12,1262
2021-01-17,35,7,19,8,15,NA,9,Forsa,2021-01-16,2014
2021-01-18,35,9,17,8,15,NA,11,INSA/YouGov,2021-01-17,1835
2021-01-20,37,6.5,20,7.5,16,NA,9,Allensbach,2021-01-10,1080
2021-01-20,35,7,20,8,15,NA,9,Kantar,2021-01-14,1922
2021-01-20,34,7,21,6,15,NA,10,Infratest dimap,2021-01-18,1027
2021-01-25,37,7,18,7,15,NA,9,Forsa,2021-01-18,3005
2021-01-25,35,8,17,8,16,NA,10,INSA/YouGov,2021-01-22,2038
2021-01-27,36,7,19,8,15,NA,9,Kantar,2021-01-21,1427
2021-01-27,37,6,20,7,15,NA,9,FG Wahlen,2021-01-25,1371
2021-02-01,36,7,18,9,15,NA,10,YouGov,2021-01-29,1606
2021-02-01,36.5,8,17,7.5,15,NA,11,INSA/YouGov,2021-01-29,2044
2021-02-02,37,6,19,8,15,NA,8,Forsa,2021-01-26,2503
2021-02-03,36,7,19,7,16,NA,9,Kantar,2021-01-28,1412
2021-02-03,34,8,21,6,15,NA,10,Infratest dimap,2021-02-01,1503
2021-02-08,37,7,19,7,15,NA,8,Forsa,2021-02-02,2501
2021-02-08,34.5,9,17.5,8.5,16,NA,10.5,INSA/YouGov,2021-02-05,2107
2021-02-10,35,8,18,7,17,NA,10,Kantar,2021-02-04,1569
2021-02-15,33.5,9,17,9,17,NA,10.5,INSA/YouGov,2021-02-12,2051
2021-02-15,35,7,19,8,16,NA,8,Forsa,2021-02-09,2502
2021-02-15,37,7,18,7,17,NA,9,GMS,2021-02-10,1005
2021-02-17,37,7,20,7,15,NA,9.5,Allensbach,2021-02-04,1082
2021-02-17,34,8,19,8,16,NA,9,Kantar,2021-02-11,1905
2021-02-17,33,8,20,6,16,NA,11,Infratest dimap,2021-02-15,1025
2021-02-22,33,8,18,8,16,NA,11,YouGov,2021-02-18,1619
2021-02-22,35,8,19,7,16,NA,8,Forsa,2021-02-16,2505
2021-02-22,33.5,9,17,8,16,NA,11,INSA/YouGov,2021-02-19,2075
2021-02-24,34,8,18,9,16,NA,9,Kantar,2021-02-18,1869
2021-02-25,35,7,19,7,16,NA,10,FG Wahlen,2021-02-23,1202
2021-03-01,34,7,19,8,16,NA,9,Forsa,2021-02-25,2501
2021-03-01,32.5,10,17,8,17,NA,11,INSA/YouGov,2021-02-26,2032
2021-03-02,33,7,20,7,16,NA,11,Infratest dimap,2021-03-01,1296
2021-03-03,32,9,19,9,16,NA,10,Kantar,2021-02-25,2410
2021-03-08,30,10.5,17,9,17,NA,11.5,INSA/YouGov,2021-03-05,2029
2021-03-08,33,8,18,8,16,NA,10,Forsa,2021-03-02,2510
2021-03-10,31,8,19,8,16,NA,11,Kantar,2021-03-04,2378
2021-03-15,29,8,21,8,16,NA,10,Forsa,2021-03-09,2501
2021-03-15,29.5,10.5,17,8,17,NA,11.5,INSA/YouGov,2021-03-12,2068
2021-03-17,27,10,22,8,17,NA,10,Kantar,2021-03-11,1942
2021-03-17,29,9,20,7,17,NA,11,Infratest dimap,2021-03-15,1207
2021-03-19,28,10,20,8,18,NA,11,INSA/YouGov,2021-03-19,1042
2021-03-21,28.5,8.5,21.5,8.5,18,NA,10,Allensbach,2021-03-08,1006
2021-03-22,26,10,22,8,16,NA,10,Forsa,2021-03-16,2511
2021-03-22,28,10.5,20,7,18,NA,11,INSA/YouGov,2021-03-19,3104
2021-03-24,25,10,23,9,17,NA,10,Kantar,2021-03-18,1447
2021-03-25,28,9,23,7,15,NA,12,FG Wahlen,2021-03-23,1030
2021-03-29,27,10,21,8,17,NA,11,YouGov,2021-03-25,1637
2021-03-29,27,10,23,7,15,NA,11,Forsa,2021-03-23,2503
2021-03-29,26,10.5,21,7,18,NA,11,INSA/YouGov,2021-03-26,3049
2021-03-29,26,11,21,8,16,NA,11,GMS,2021-03-24,1003
2021-03-30,27,9,22,7,16,NA,11,Infratest dimap,2021-03-29,1348
2021-03-31,26,9,23,9,16,NA,10,Kantar,2021-03-25,1429
2021-04-01,27,10,23,7,15,NA,10,Forsa,2021-03-30,1501
2021-04-01,27,10,21,7,17,NA,12,INSA/YouGov,2021-03-30,3020
2021-04-07,27,9,22,9,15,NA,11,Kantar,2021-03-31,1448
2021-04-12,27,9,23,8,15,NA,11,Forsa,2021-04-06,2500
2021-04-12,27.5,10,20.5,7,17,NA,12,INSA/YouGov,2021-04-09,3174
2021-04-14,29,9,22,8,15,NA,11,Kantar,2021-04-08,1437
2021-04-14,28,11,21,7,15,NA,11,Infratest dimap,2021-04-13,1174
2021-04-15,28,10,23,7.5,16.5,NA,9.5,Allensbach,2021-04-06,1051
2021-04-15,28,10,20,8,18,NA,12,INSA/YouGov,2021-04-15,1007
2021-04-15,31,9,21,7,14,NA,11,FG Wahlen,2021-04-13,1292
2021-04-19,28,11,21,7,16,NA,12,INSA/YouGov,2021-04-16,3057
2021-04-20,27,11,22,7,16,NA,12,INSA/YouGov,2021-04-20,1000
2021-04-20,21,12,28,7,13,NA,11,Forsa,2021-04-20,1502
2021-04-21,27,9,28,7,13,NA,10,Kantar,2021-04-15,1225
2021-04-23,24,12,23,8,17,NA,11,INSA/YouGov,2021-04-23,1000
2021-04-26,24,11,25,8,14,NA,11,YouGov,2021-04-23,1643
2021-04-26,22,12,28,7,13,NA,11,Forsa,2021-04-20,2507
2021-04-26,23,12,23,8,16,NA,12,INSA/YouGov,2021-04-23,2082
2021-04-28,24,11,27,7,15,NA,10,Kantar,2021-04-22,1442
2021-05-03,23,12,28,6,14,NA,10,Forsa,2021-04-27,2508
2021-05-03,24,12,24,7,15,NA,12,INSA/YouGov,2021-04-30,2075
2021-05-05,23,12,26,7,16,NA,10,Kantar,2021-04-29,1910
2021-05-05,23,11,26,6,14,NA,12,Infratest dimap,2021-05-03,1351
2021-05-06,25,10,26,7,14,NA,11,FG Wahlen,2021-05-04,1271
2021-05-06,22,12,21,11,16,NA,11,Redfield & Wilton,2021-05-05,1950
2021-05-10,24,11,27,6,15,NA,10,Forsa,2021-05-04,2501
2021-05-10,25.5,12,23.5,7.5,15,NA,11,INSA/YouGov,2021-05-07,2055
2021-05-11,24,11,25,8,15,NA,11,Kantar,2021-05-06,1428
2021-05-11,24,12,25,7,15,NA,11,Infratest dimap,2021-05-10,1198
2021-05-13,27.5,10,24,6.5,16,NA,10,Allensbach,2021-05-01,1027
2021-05-14,25,11,24,7,16,NA,12,INSA/YouGov,2021-05-10,1350
2021-05-17,24,11,26,6,15,NA,10,Forsa,2021-05-11,2001
2021-05-17,25.5,12.5,23,6.5,16,NA,11,INSA/YouGov,2021-05-14,2023
2021-05-17,26,11,24,7,15,NA,11,GMS,2021-05-11,1005
2021-05-18,26,11,24,8,14,NA,11,Kantar,2021-05-11,1445
2021-05-20,24,11,25,7,14,NA,11,FG Wahlen,2021-05-18,1229
2021-05-21,24,13,25,6,14,NA,10,Forsa,2021-05-18,2004
2021-05-21,24,13,23,6,17,NA,12,INSA/YouGov,2021-05-17,1405
2021-05-24,26,12,22,7,15,NA,11,YouGov,2021-05-21,1706
2021-05-25,25,11,23,9,13,NA,13,Ipsos,2021-05-18,2014
2021-05-25,25,12,23,7,15,NA,12,Kantar,2021-05-19,1422
2021-05-25,26,12.5,22,6.5,16,NA,11.5,INSA/YouGov,2021-05-21,2128
2021-05-28,25,13,22,7,16,NA,12,INSA/YouGov,2021-05-25,1301
2021-05-31,25,14,24,6,14,NA,9,Forsa,2021-05-25,2500
2021-05-31,25.5,13.5,21.5,6.5,15.5,NA,11,INSA/YouGov,2021-05-28,2040
2021-06-01,24,13,22,7,16,NA,11,Kantar,2021-05-26,1419
2021-06-04,26,12,21,6,17,NA,12,INSA/YouGov,2021-05-31,1380
2021-06-07,27,14,22,6,14,NA,9,Forsa,2021-06-01,2501
2021-06-07,26.5,13.5,20.5,7,15.5,NA,11,INSA/YouGov,2021-06-04,2015
2021-06-08,26,13,21,7,16,NA,11,Kantar,2021-06-02,1421
2021-06-09,28,12,20,7,14,NA,12,Infratest dimap,2021-06-07,1316
2021-06-09,28,10,22,7,15,NA,11,FG Wahlen,2021-06-07,1232
2021-06-09,23,14,15,12,18,NA,13,Redfield & Wilton,2021-06-08,1500
2021-06-09,29.5,11,21.5,7,17,NA,9,Allensbach,2021-05-28,1070
2021-06-11,27,13,20,6,16,NA,11,INSA/YouGov,2021-06-07,1401
2021-06-14,28,14,21,7,14,NA,9,Forsa,2021-06-08,2501
2021-06-14,27.5,13.5,19.5,6,16.5,NA,11,INSA/YouGov,2021-06-11,2038
2021-06-15,27,12,20,7,17,NA,10,Kantar,2021-06-09,1413
2021-06-18,28,13,20,6,16,NA,11,INSA/YouGov,2021-06-14,1502
2021-06-21,29,13,21,6,15,NA,9,Forsa,2021-06-15,2502
2021-06-21,28.5,14,19,7,15.5,NA,10.5,INSA/YouGov,2021-06-18,2082
2021-06-21,28,12,20,8,16,NA,10,GMS,2021-06-07,1002
2021-06-22,28,11,19,7,17,NA,10,Kantar,2021-06-15,1430
2021-06-23,28,11,21,6,15,NA,12,Infratest dimap,2021-06-22,1217
2021-06-24,29,10,22,7,14,NA,10,FG Wahlen,2021-06-22,1271
2021-06-25,28,12,19,7,17,NA,11,INSA/YouGov,2021-06-21,1203
2021-06-27,28,11,21,8,15,NA,10,Ipsos,2021-06-21,2002
2021-06-28,30,11,19,7,15,NA,11,YouGov,2021-06-25,1648
2021-06-28,30,12,20,7,14,NA,9,Forsa,2021-06-22,2501
2021-06-28,29.5,13,18,7.5,16,NA,11,INSA/YouGov,2021-06-25,2060
2021-06-29,28,10,20,7,16,NA,11,Kantar,2021-06-23,1418
2021-06-30,28,11,20,7,15,NA,11,Infratest dimap,2021-06-28,1317
2021-07-02,28,12,18,7,17,NA,10,INSA/YouGov,2021-06-28,1352
2021-07-05,30,11,19,7,15,NA,10,Forsa,2021-06-29,2505
2021-07-05,29,12.5,18,7,16.5,NA,10,INSA/YouGov,2021-07-02,2056
2021-07-06,29,11,19,8,15,NA,11,Kantar,2021-06-29,1405
2021-07-09,28,12,17,8,17,NA,11,INSA/YouGov,2021-07-05,1352
2021-07-12,30,12,19,7,15,NA,9,Forsa,2021-07-06,2502
2021-07-12,28,12.5,17,7,17,NA,11,INSA/YouGov,2021-07-09,2087
2021-07-13,28,11,20,8,15,NA,11,Kantar,2021-07-07,1495
2021-07-14,31.5,12,18,6.5,16.5,NA,9.5,Allensbach,2021-07-03,1028
2021-07-15,30,10,20,7,15,NA,10,FG Wahlen,2021-07-13,1224
2021-07-16,28,12,18,7,17,NA,11,INSA/YouGov,2021-07-12,1354
2021-07-19,28,12,19,7,16,NA,10,Forsa,2021-07-13,2503
2021-07-19,29,12,18,6,16.5,NA,11.5,INSA/YouGov,2021-07-16,2064
2021-07-20,28,12,19,7,16,NA,11,Kantar,2021-07-14,1421
2021-07-21,29,12,19,6,16,NA,10,Infratest dimap,2021-07-20,1188
2021-07-22,30,12,19.5,7,16,NA,9.5,Allensbach,2021-07-03,1243
2021-07-23,27,13,18,7,17,NA,11,INSA/YouGov,2021-07-19,1316
2021-07-26,28,12,16,8,16,NA,12,YouGov,2021-07-23,1748
2021-07-26,26,13,21,7,15,NA,10,Forsa,2021-07-20,2501
2021-07-26,27,13,17.5,6,17.5,NA,12,INSA/YouGov,2021-07-23,2007
2021-07-27,27,13,19,6,17,NA,11,Kantar,2021-07-20,1441
2021-07-27,30,12,18,7,15,NA,10,GMS,2021-07-21,1003
2021-07-29,28,10,21,7,16,NA,11,FG Wahlen,2021-07-27,1268
2021-07-30,27,13,18,6,17,NA,11,INSA/YouGov,2021-07-26,1196
2021-07-31,27,10,20,7,18,NA,11,Ipsos,2021-07-21,2002
2021-08-02,26,13,20,6,16,NA,10,Forsa,2021-07-27,2502
2021-08-02,27.5,13,18,7,18,NA,11,INSA/YouGov,2021-07-30,2080
2021-08-03,24,13,22,6,18,NA,11,Kantar,2021-07-28,1413
2021-08-04,27,12,19,6,18,NA,10,Infratest dimap,2021-08-02,1312
2021-08-06,26,12,18,7,18,NA,11,INSA/YouGov,2021-08-02,2002
2021-08-09,23,12,20,7,19,NA,10,Forsa,2021-08-03,2509
2021-08-09,25.5,12.5,17.5,6.5,17.5,NA,11.5,INSA/YouGov,2021-08-06,2118
2021-08-10,22,12,21,7,19,NA,11,Kantar,2021-08-04,1446
2021-08-12,26,11,19,7,19,NA,11,FG Wahlen,2021-08-10,1252
2021-08-13,25,12,18,7,20,NA,11,INSA/YouGov,2021-08-09,1450
2021-08-16,23,12,19,6,21,NA,10,Forsa,2021-08-10,2501
2021-08-16,25,12.5,17.5,6.5,20,NA,11,INSA/YouGov,2021-08-13,2080
2021-08-17,27.5,11,17.5,7.5,19.5,NA,11,Allensbach,2021-08-05,1018
2021-08-17,22,12,19,7,21,NA,11,Kantar,2021-08-11,1920
2021-08-18,23,13,17,7,21,NA,11,Infratest dimap,2021-08-17,1219
2021-08-18,23,13,17,7,21,NA,12,Trend Research Hamburg,2021-08-12,1096
2021-08-20,22,13,17,7,22,NA,12,INSA/YouGov,2021-08-16,1352
2021-08-23,22,12,18,6,23,NA,10,Forsa,2021-08-17,2504
2021-08-23,23,13,17,7,23,NA,11,INSA/YouGov,2021-08-20,2119
2021-08-24,22,13,16,7,24,NA,11,YouGov,2021-08-20,1689
2021-08-24,23,12,18,7,23,NA,11,Kantar,2021-08-18,1919
2021-08-26,26,10.5,17,6,24,NA,10.5,Allensbach,2021-08-18,1038
2021-08-26,22,10,20,6,22,NA,11,FG Wahlen,2021-08-24,1300
2021-08-27,21,13,17,6,24,NA,11,INSA/YouGov,2021-08-23,1247
2021-08-29,21,11,19,7,25,NA,11,Ipsos,2021-08-28,2001
2021-08-30,21,12,18,6,23,NA,11,Forsa,2021-08-24,2508
2021-08-30,20,13.5,16.5,7,25,NA,11,INSA/YouGov,2021-08-27,2015
2021-08-31,20,13,15,8,25,NA,12,YouGov,2021-08-27,1729
2021-08-31,21,11,19,7,25,NA,11,Kantar,2021-08-25,1439
2021-09-01,20,13,16,6,25,NA,12,Infratest dimap,2021-08-30,1337
2021-09-02,20,13,15,7,26,NA,12,Trend Research Hamburg,2021-08-30,1065
2021-09-02,22,11,17,7,25,NA,11,FG Wahlen,2021-08-31,1301
2021-09-03,20,13,16,7,25,NA,12,INSA/YouGov,2021-08-30,1427
2021-09-06,23,12,17,6,25,NA,11,GMS,2021-09-01,1004
2021-09-06,19,13,17,6,25,NA,11,Forsa,2021-08-31,2505
2021-09-06,20.5,12.5,15.5,6.5,26,NA,11,INSA/YouGov,2021-09-03,2052
2021-09-06,22,13,10,10,24,NA,13,Redfield & Wilton,NA,1500
2021-09-07,21,10,15,6,26,NA,12,YouGov,2021-09-03,1700
2021-09-07,21,12,17,6,25,NA,12,Kantar,2021-09-01,1901
2021-09-07,25,9.5,15.5,6,27,NA,11,Allensbach,2021-09-01,1258
2021-09-09,22,11,17,6,25,NA,11,FG Wahlen,2021-09-07,1281
2021-09-10,20,13,15,6,26,NA,11,INSA/YouGov,2021-09-06,1152
2021-09-13,21,11,17,6,25,NA,11,Forsa,2021-09-07,2501
2021-09-13,23,13,16,6,25,NA,11,GMS,2021-09-08,1003
2021-09-13,20.5,12.5,15,6.5,26,NA,11.5,INSA/YouGov,2021-09-10,2062
2021-09-14,20,11,17,6,26,NA,12,Kantar,2021-09-08,1543
2021-09-14,20,10,15,8,25,NA,11,YouGov,2021-09-09,1816
2021-09-15,22,11,15,6,26,NA,11,Infratest dimap,2021-09-13,1512
2021-09-16,21,10,18,7,27,NA,11,Ipsos,2021-09-15,2000
2021-09-16,22,11,16,6,25,NA,11,FG Wahlen,2021-09-14,1406
2021-09-16,22,11,15,7,27,NA,11,Trend Research Hamburg,2021-09-13,1097
2021-09-17,21,12,15,6,26,NA,11,INSA/YouGov,2021-09-13,1502
2021-09-20,22,11,17,6,25,NA,11,Forsa,2021-09-14,2502
2021-09-20,22,12,15,6.5,25,NA,11,INSA/YouGov,2021-09-18,2054
2021-09-21,21,11,16,7,25,NA,11,Kantar,2021-09-15,1443
2021-09-22,21,11,14,7,25,NA,12,YouGov,2021-09-16,2364
2021-09-23,25,10.5,16,5,26,NA,10,Allensbach,2021-09-16,1554
2021-09-23,22,12,17,6,25,NA,10,Forsa,2021-09-20,2002
2021-09-23,22,12,16,7,26,NA,11,Ipsos,2021-09-22,2000
2021-09-23,23,12,16,6,25,NA,10,Civey,2021-09-16,NA
2021-09-23,23,11,16.5,6,25,NA,10,FG Wahlen,2021-09-22,1273
2021-09-30,20,13,16,5,28,NA,10,FG Wahlen,2021-09-28,1249
2021-10-01,21,12,16,5,28,NA,10,INSA/YouGov,2021-09-27,1254
2021-10-04,21,13.5,15.5,4.5,28,NA,10,INSA/YouGov,2021-10-01,2000
2021-10-04,20,14,16,5,26,NA,9,Forsa,2021-09-27,3004
2021-10-05,20,13,17,5,26,NA,10,Kantar,2021-09-28,1985
2021-10-06,19,14,15,6,28,NA,11,Civey,2021-09-29,NA
2021-10-08,20,14,15,5,28,NA,10,INSA/YouGov,2021-10-04,1509
2021-10-11,20,14,16,5,26,NA,9,Forsa,2021-10-05,2503
2021-10-11,19.5,14.5,16,4,28.5,NA,11,INSA/YouGov,2021-10-08,2101
2021-10-12,19,14,17,5,26,NA,10,Kantar,2021-10-06,1410
2021-10-13,20,15,14,6,26,NA,11,Civey,2021-10-06,NA
2021-10-14,19,13,17,5,28,NA,11,FG Wahlen,2021-10-12,1329
2021-10-14,20,14,15,5,28,NA,9.5,Allensbach,2021-10-01,1045
2021-10-15,19,13,16,4,28,NA,11,INSA/YouGov,2021-10-11,1195
2021-10-18,20,15,16,5,26,NA,9,Forsa,2021-10-12,2502
2021-10-18,18.5,15,16,5,28,NA,11.5,INSA/YouGov,2021-10-15,2140
2021-10-19,21,13,16,5,25,NA,11,Kantar,2021-10-13,1424
2021-10-20,20,15,15,6,25,NA,11,Civey,2021-10-13,NA
2021-10-22,20,14,17,4,27,NA,11,INSA/YouGov,2021-10-18,1205
2021-10-25,20,16,17,5,25,NA,9,Forsa,2021-10-19,2510
2021-10-25,20,14,16,5,28,NA,11,INSA/YouGov,2021-10-22,2105
2021-10-26,21,14,17,5,25,NA,11,Kantar,2021-10-19,1422
2021-10-27,21,14,15,5,25,NA,12,Civey,2021-10-20,NA
2021-10-27,22,13,16,4,26,NA,10,Infratest dimap,2021-10-26,1239
2021-10-28,20,14,16,5,27,NA,11,FG Wahlen,2021-10-26,1208
2021-10-29,21,13,16,5,27,NA,11,INSA/YouGov,2021-10-25,1503
2021-11-01,21,15,16,5,25,NA,9,Forsa,2021-10-26,2501
2021-11-01,20,13.5,16,5,27,NA,11.5,INSA/YouGov,2021-10-29,2140
2021-11-02,22,13,16,5,25,NA,10,Kantar,2021-10-27,1417
2021-11-03,22,13,15,5,26,NA,11,Civey,2021-10-27,NA
2021-11-03,21,13,16,5,27,NA,10,Infratest dimap,2021-11-02,1329
2021-11-04,21,15,16,4,26,NA,10,GMS,2021-11-01,1005
2021-11-05,21,14,15,5,27,NA,11,INSA/YouGov,2021-11-01,1212
2021-11-08,22,14,16,5,25,NA,9,Forsa,2021-11-02,2502
2021-11-08,20.5,13.5,16,5.5,26.5,NA,10.5,INSA/YouGov,2021-11-05,2112
2021-11-09,21,14,16,6,25,NA,10,Kantar,2021-11-03,1424
2021-11-10,21,13,15,5,26,NA,12,Civey,2021-11-03,NA
2021-11-11,23,14,15,5.5,27,NA,9.5,Allensbach,2021-10-29,1016
2021-11-11,20,13,16,5,28,NA,11,FG Wahlen,2021-11-09,1257
2021-11-12,22,13,15,5,26,NA,11,INSA/YouGov,2021-11-08,1202
2021-11-14,22.3,12.2,15,4.8,26.1,NA,11.3,Civey,2021-11-07,NA
2021-11-15,22,12,17,5,24,NA,10,Forsa,2021-11-09,2510
2021-11-15,21,13,15,5.5,27,NA,11.5,INSA/YouGov,2021-11-12,2091
2021-11-16,21,12,18,6,24,NA,11,Kantar,2021-11-10,1433
2021-11-17,23,12,15,5,26,NA,11,Civey,2021-11-10,NA
2021-11-19,21,13,15,5,26,NA,12,INSA/YouGov,2021-11-15,1501
2021-11-22,22,12,17,5,24,NA,10,Forsa,2021-11-16,2501
2021-11-22,22,14,14,5.5,26,NA,11,INSA/YouGov,2021-11-19,2096
2021-11-23,22,11,18,6,24,NA,11,Kantar,2021-11-17,1424
2021-11-23,23,11,16,6,25,NA,12,YouGov,2021-11-19,1797
2021-11-24,21,13,17,5,25,NA,11,Infratest dimap,2021-11-23,1239
2021-11-24,24,11,15,5,25,NA,11,Civey,2021-11-17,NA
2021-11-25,19,13,17,5,28,NA,11,FG Wahlen,2021-11-23,1344
2021-11-26,21,13,15,6,26,NA,12,INSA/YouGov,2021-11-22,1403
2021-11-29,22,12,17,5,24,NA,10,Forsa,2021-11-23,2509
2021-11-29,21,14,16,5.5,25,NA,11,INSA/YouGov,2021-11-26,2129
2021-11-30,20,12,16,6,27,NA,11,Kantar,2021-11-24,1425
2021-12-01,24,11,15,5,26,NA,11,Civey,2021-11-24,NA
2021-12-01,23,12,17,5,25,NA,11,Infratest dimap,2021-11-29,1316
2021-12-03,21,13,15,5,26,NA,12,INSA,2021-11-29,1348
2021-12-06,22,11,17,5,25,NA,10,Forsa,2021-11-30,2503
2021-12-06,22,13.5,15,5.5,26,NA,11.5,INSA,2021-12-03,2119
2021-12-07,21,11,15,5,28,NA,11,Kantar,2021-12-01,1439
2021-12-08,23,11,15,5,27,NA,11,Civey,2021-12-01,NA
2021-12-09,23,12,16,5,26,NA,11,Infratest dimap,2021-12-08,1266
2021-12-09,21,12,17,5,28,NA,10,FG Wahlen,2021-12-07,1303
2021-12-10,22,13,15,5,26,NA,11,INSA/YouGov,2021-12-06,1480
2021-12-13,23,11,15,5,26,NA,10,Forsa,2021-12-07,2509
2021-12-13,22,13,14.5,5.5,27,NA,11.5,INSA/YouGov,2021-12-10,2221
2021-12-14,22,11,16,5,27,NA,10,Kantar,2021-12-08,1440
2021-12-14,23,10,16,6,27,NA,11,YouGov,2021-12-10,1715
2021-12-15,24,13,15,5,26,NA,10.5,Allensbach,2021-12-01,1069
2021-12-16,22,11,16,5,27,NA,11,Kantar,2021-12-14,1436
2021-12-18,23,12,14,5,27,NA,12,INSA/YouGov,2021-12-13,1501
2021-12-20,24,10,16,5,26,NA,9,Forsa,2021-12-14,2501
2021-12-20,21.5,13,14.5,5.5,27.5,NA,11.5,INSA/YouGov,2021-12-17,2075
2021-12-23,23,11,15,5,28,NA,11,INSA/YouGov,2021-12-20,1195
2021-12-30,24,10,16,5,27,NA,11,INSA/YouGov,2021-12-27,1201
2022-01-03,29,7,17,5,19,NA,14,GMS,2022-12-28,1002
2022-01-03,24,12,16,4,26,NA,11,GMS,2021-12-29,1003
2022-01-03,23,11,15.5,6,26.5,NA,11.5,INSA/YouGov,2021-12-30,2060
2022-01-05,23,11,16,5,26,NA,11,Infratest dimap,2022-01-03,1325
2022-01-08,23,12,16,5,27,NA,11,INSA/YouGov,2022-01-03,1504
2022-01-09,21,11,15,6,25,NA,12,Ipsos,2022-01-06,929
2022-01-10,25,10,17,5,25,NA,9,Forsa,2022-01-03,3003
2022-01-10,23,12,15,5,26.5,NA,12,INSA/YouGov,2022-01-07,2107
2022-01-11,23,10,17,6,26,NA,10,Kantar,2022-01-05,1426
2022-01-13,22,11,16,6,27,NA,10,FG Wahlen,2022-01-11,1228
2022-01-14,23,11,16,5,27,NA,12,INSA/YouGov,2022-01-10,1325
2022-01-17,25,10,16,5,25,NA,10,Forsa,2022-01-11,2504
2022-01-17,22.5,12,15.5,6,26,NA,12,INSA/YouGov,2022-01-14,2130
2022-01-18,22,9,17,6,26,NA,12,Kantar,2022-01-12,1441
2022-01-19,24,10,16,5,25,NA,12,Infratest dimap,2022-01-18,1424
2022-01-20,23,12.5,14.5,5.5,27.5,NA,10,Allensbach,2022-01-06,1090
2022-01-21,23,12,16,6,26,NA,12,INSA/YouGov,2022-01-17,1204
2022-01-24,24,10,16,6,25,NA,10,Forsa ,2022-01-18,2502
2022-01-24,24,11.5,15,6,26,NA,11,INSA/YouGov,2022-01-21,2146
2022-01-25,24,10,18,6,24,NA,10,Kantar,2022-01-19,1415
2022-01-25,26,8,15,8,23,NA,12,YouGov,2022-01-21,1602
2022-01-27,23,10,18,7,24,NA,10,FG Wahlen,2022-01-25,1249
2022-01-28,24,11,16,6,26,NA,11,INSA/YouGov,2022-01-24,1383
2022-01-31,27,9,16,6,23,NA,10,Forsa,2022-01-25,2501
2022-01-31,25,12.5,15,6.5,24,NA,10,INSA/YouGov,2022-01-28,2147
2022-02-01,24,9,17,6,24,NA,11,Kantar,2022-01-26,1410
2022-02-02,27,10,16,5,22,NA,12,Infratest dimap,2022-01-31,1339
2022-02-04,24,8,16,8,25,NA,12,Ipsos,2022-02-04,910
2022-02-04,27,11,16,6,22,NA,11,INSA/YouGov,2022-02-01,1202
2022-02-07,27,9,16,6,22,NA,10,Forsa,2022-02-01,2502
2022-02-07,26,12,15,7,23,NA,11,INSA/YouGov,2022-02-04,2067
2022-02-08,26,10,16,6,22,NA,12,Kantar,2022-02-01,1287
2022-02-10,25,9,16,6,25,NA,11,FG Wahlen,2022-02-08,1224
2022-02-11,26,11,16,6,22,NA,12,INSA/YouGov,2022-02-07,1504
2022-02-14,27,9,16,6,23,NA,9,Forsa,2022-02-11,2504
2022-02-14,26,12,15,6,22.5,NA,12,INSA/YouGov,2022-02-11,2141
2022-02-15,24,10,16,6,24,NA,12,Kantar ,2022-02-08,1434
2022-02-16,26,9,15,5,24,NA,12,Infratest dimap,2022-02-15,1202
2022-02-16,27,10.5,15,6,25,NA,10,Allensbach,2022-02-03,1033
2022-02-18,27,11,15,7,22,NA,12,INSA/YouGov,2022-02-14,1303
2022-02-21,27,9,17,6,23,NA,9,Forsa,2022-02-15,2500
2022-02-21,27,12.5,14.5,6,23,NA,11,INSA/YouGov,2022-02-18,1539
2022-02-22,25,9,17,7,26,NA,10,Kantar ,2022-02-16,1432
2022-02-23,24,9,17,6,26,NA,11,FG Wahlen,2022-02-21,1103
2022-02-25,26,11,15,7,23,NA,12,INSA/YouGov,2022-02-21,1405
2022-02-26,27,10,15,6,24,NA,9,GMS,2022-02-23,1005
2022-02-28,26,9,18,6,25,NA,7,Forsa,2022-02-24,1500
2022-02-28,26,11,15,7,23,NA,12,INSA/YouGov,2022-02-25,2067
2022-03-01,26,8,17,6,26,NA,10,Kantar,2022-02-23,1405
2022-03-02,26,9,16,5,25,NA,11,Infratest dimap,2022-02-28,1320
2022-03-03,26,9,16,5,25,NA,11,Infratest dimap,2022-02-28,1320
2022-03-04,24,11,16,6,25,NA,11,Ipsos ,2022-03-04,935
2022-03-04,25,11,15,6,25,NA,11,INSA/YouGov ,2022-02-28,1185
2022-03-07,25,9,18,6,26,NA,7,Forsa,2022-03-01,2501
2022-03-07,24.5,11,15.5,6,25,NA,10.5,INSA/YouGov,2022-03-04,2103
2022-03-08,26,9,16,6,23,NA,11,YouGov ,2022-03-04,1629
